,VIX,VVIX,SKEW,VIX3M,PUT,BXM,CLL,price,dix,gex,volatility_5d,volatility_10d,volatility_20d,volatility_50d,vix_level,vix_change_1d,vix_change_5d,vix_change_10d,vix_change_20d,vvix_ratio,vvix_signal,term_spread,term_spread_pct,term_regime,gex_positive,gex_ma_20,gex_ratio,gex_signal,dix_ma_20,dix_ratio,dix_signal,put_ma_20,put_ratio,put_signal,skew_ma_20,skew_ratio,skew_signal,vix_momentum_5d,vix_momentum_10d,vix_momentum_20d,vix_momentum_50d,vol_regime,bull_signal_count,bear_signal_count,composite_signal
1993-06-14,12.33,,111.84,,,,,,,,0.9666695402254412,0.7096798965410539,0.645784712374858,0.9762046665632441,LOW,-0.02989771833202204,-0.12366737739872069,-0.08463251670378624,-0.1431549687282836,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,116.54249999999999,0.9596499131218226,LOW_SKEW,-0.12366737739872069,-0.08463251670378624,-0.1431549687282836,-0.05299539170506906,LOW_VOL_DOWN,1,0,BULLISH
1993-06-15,11.99,,110.13,,,,,,,,0.7862569554539015,0.8426736550336867,0.7361700318470622,0.976125953732644,LOW,-0.027575020275750206,-0.18656716417910446,-0.12289685442574982,-0.15145081387119608,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,116.29550000000002,0.9469841911337926,LOW_SKEW,-0.18656716417910446,-0.12289685442574982,-0.15145081387119608,-0.1731034482758621,LOW_VOL_DOWN,1,0,BULLISH
1993-06-16,11.87,,111.89,,,,,,,,0.5850811909467067,0.9510789194961873,0.8108377733782927,0.9855312666528958,LOW,-0.010008340283569672,-0.1497134670487107,-0.11943620178041547,-0.16349541930937284,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,116.119,0.9635804648679372,LOW_SKEW,-0.1497134670487107,-0.11943620178041547,-0.16349541930937284,-0.15934844192634556,LOW_VOL_DOWN,1,0,BULLISH
1993-06-17,11.66,,112.34,,,,,,,,0.4131827682752498,1.0440519357021203,0.8771381395137784,0.9960323124007455,LOW,-0.017691659646166702,-0.12396694214876036,-0.138847858197932,-0.18404478656403078,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,115.85700000000001,0.9696436123842322,LOW_SKEW,-0.12396694214876036,-0.138847858197932,-0.18404478656403078,-0.1811797752808989,LOW_VOL_DOWN,1,0,BULLISH
1993-06-18,12.24,,111.05,,,,,,,,0.27270863572610515,1.0681219239596838,0.8936870699230145,1.0008341215081278,LOW,0.0497427101200687,-0.036978756884343045,-0.048211508553654636,-0.12446351931330468,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,115.39599999999999,0.9623383826129156,LOW_SKEW,-0.036978756884343045,-0.048211508553654636,-0.12446351931330468,-0.1026392961876833,NEUTRAL_VOL,1,0,BULLISH
1993-06-21,12.25,,113.83,,,,,,,,0.25133642792001454,0.9970311485154214,0.8652853195395929,1.0072943958939884,LOW,0.0008169934640522847,-0.006488240064882356,-0.12935323383084574,-0.1557546519641626,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,115.18649999999998,0.9882234463240052,LOW_SKEW,-0.006488240064882356,-0.12935323383084574,-0.1557546519641626,-0.04520654715510519,NEUTRAL_VOL,1,0,BULLISH
1993-06-22,11.65,,109.13,,,,,,,,0.29720363389364735,0.7431023557424244,0.8913083228131511,1.0145826728263372,LOW,-0.048979591836734615,-0.028356964136780682,-0.20963364993215738,-0.17375886524822692,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,114.755,0.9509825279944228,LOW_SKEW,-0.028356964136780682,-0.20963364993215738,-0.17375886524822692,-0.023470243084660503,NEUTRAL_VOL,1,0,BULLISH
1993-06-23,12.04,,112.13,,,,,,,,0.2977750829058584,0.5039455437940853,0.8795387547191026,1.0062734038345351,LOW,0.033476394849785374,0.0143218197135635,-0.13753581661891134,-0.14245014245014243,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,114.43350000000001,0.9798704050824276,LOW_SKEW,0.0143218197135635,-0.13753581661891134,-0.14245014245014243,0.029059829059828957,NEUTRAL_VOL,1,0,BULLISH
1993-06-24,12.25,,115.26,,,,,,,,0.25967287112749604,0.32562589304447814,0.8911581760479106,0.9954497291499665,LOW,0.01744186046511631,0.05060034305317318,-0.07963936889556733,-0.048913043478260976,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,114.34150000000002,1.0080329539143704,LOW_SKEW,0.05060034305317318,-0.07963936889556733,-0.048913043478260976,0.04166666666666674,LOW_VOL_UP,1,0,BULLISH
1993-06-25,11.25,,111.53,,,,,,,,0.43268926494608945,0.34778824975182815,0.9583598928433504,0.983540563889341,LOW,-0.08163265306122447,-0.08088235294117652,-0.11487018095987422,-0.14122137404580148,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,114.165,0.9769193710857093,LOW_SKEW,-0.08088235294117652,-0.11487018095987422,-0.14122137404580148,0.026459854014598383,LOW_VOL_DOWN,1,0,BULLISH
1993-06-28,11.11,,112.52,,,,,,,,0.49071376585497956,0.4093748621697919,1.0110853990690953,0.990601157409308,LOW,-0.01244444444444448,-0.09306122448979592,-0.09894566098945667,-0.17520415738678552,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,113.689,0.9897175628248995,LOW_SKEW,-0.09306122448979592,-0.09894566098945667,-0.17520415738678552,-0.01594331266607618,LOW_VOL_DOWN,1,0,BULLISH
1993-06-29,11.29,,110.07,,,,,,,,0.5181891546525959,0.43801192271808564,1.0245615236722747,1.0127634451923127,LOW,0.016201620162016095,-0.030901287553648182,-0.0583819849874897,-0.17410387710314568,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,113.154,0.9727451084362904,LOW_SKEW,-0.030901287553648182,-0.0583819849874897,-0.17410387710314568,-0.06384742951907141,NEUTRAL_VOL,1,0,BULLISH
1993-06-30,11.26,,110.55,,,,,,,,0.46251486462552066,0.46291347883554995,1.0364103028191332,1.0327529289449304,LOW,-0.0026572187776793266,-0.0647840531561461,-0.05139005897219873,-0.16468842729970334,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.9125,0.979076718698107,LOW_SKEW,-0.0647840531561461,-0.05139005897219873,-0.16468842729970334,-0.05695142378559459,LOW_VOL_DOWN,1,0,BULLISH
1993-07-01,11.51,,109.14,,,,,,,,0.14415269681679901,0.4667678461729799,1.0201231865758382,1.0474734617452885,LOW,0.022202486678507993,-0.06040816326530618,-0.012864493996569526,-0.14992614475627764,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.6385,0.9689404599670628,LOW_SKEW,-0.06040816326530618,-0.012864493996569526,-0.14992614475627764,-0.04954582989265066,LOW_VOL_DOWN,1,0,BULLISH
1993-07-02,11.33,,108.63,,,,,,,,0.14387494569784143,0.43410700165698535,1.0345652532141505,1.074374635377385,LOW,-0.0156385751520417,0.007111111111111068,-0.07434640522875813,-0.11897356143079307,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.34049999999999,0.9669709499245598,LOW_SKEW,0.007111111111111068,-0.07434640522875813,-0.11897356143079307,-0.10646687697160884,NEUTRAL_VOL,1,0,BULLISH
1993-07-06,13.87,,108.43,,,,,,,,1.13226322028033,0.8288841227141691,1.0167693937172597,1.0800029478415192,LOW,0.22418358340688438,0.24842484248424834,0.1322448979591837,-0.014214641080312784,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.201,0.9663906738799121,LOW_SKEW,0.24842484248424834,0.1322448979591837,-0.014214641080312784,0.038173652694610816,LOW_VOL_UP,1,0,BULLISH
1993-07-07,13.05,,109.46,,,,,,,,1.1861618776539733,0.92199301033678,0.8545683736620013,1.0317663871005154,LOW,-0.05912040374909866,0.1558901682905227,0.12017167381974247,-0.11465400271370418,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.7,0.9799462846911369,LOW_SKEW,0.1558901682905227,0.12017167381974247,-0.11465400271370418,-0.1442622950819672,LOW_VOL_UP,1,0,BULLISH
1993-07-08,12.24,,110.47,,,,,,,,1.066067540074084,0.9276158208600586,0.7415309554529012,1.0281397705344009,LOW,-0.06206896551724139,0.08703374777975137,0.01661129568106312,-0.12320916905444135,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.65,0.9894312583967756,LOW_SKEW,0.08703374777975137,0.01661129568106312,-0.12320916905444135,-0.12132089016511127,LOW_VOL_UP,1,0,BULLISH
1993-07-09,10.8,,111.3,,,,,,,,1.2463025314904892,0.9813760180927797,0.7312606274532406,1.0721704288828593,LOW,-0.11764705882352933,-0.06168549087749775,-0.11836734693877549,-0.18858001502629596,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.151,1.0013405187537674,LOW_SKEW,-0.06168549087749775,-0.11836734693877549,-0.18858001502629596,-0.17682926829268286,LOW_VOL_DOWN,1,0,BULLISH
1993-07-12,10.85,,110.25,,,,,,,,1.34984073134559,1.0126253008881154,0.7456441934046288,1.1111368695424368,LOW,0.004629629629629539,-0.04236540158870261,-0.03555555555555556,-0.14634146341463428,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.99750000000002,0.9932656140904073,LOW_SKEW,-0.04236540158870261,-0.03555555555555556,-0.14634146341463428,-0.1523437500000001,NEUTRAL_VOL,1,0,BULLISH
1993-07-13,11.02,,110.07,,,,,,,,1.0063150600083313,1.0191368897251956,0.7579562200939373,1.1400837061998033,LOW,0.015668202764977046,-0.20547945205479445,-0.008100810081008047,-0.10624493106244937,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.90899999999999,0.9924352397010162,LOW_SKEW,-0.20547945205479445,-0.008100810081008047,-0.10624493106244937,-0.11272141706924321,LOW_VOL_DOWN,1,0,BULLISH
1993-07-14,10.78,,110.44,,,,,,,,0.6232335035919917,1.0552772147633716,0.7877242370806864,1.1768775706614303,LOW,-0.02177858439201452,-0.17394636015325682,-0.04517271922054911,-0.10091743119266061,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.9245,0.9956321642198072,LOW_SKEW,-0.17394636015325682,-0.04517271922054911,-0.10091743119266061,-0.16434108527131785,LOW_VOL_DOWN,1,0,BULLISH
1993-07-15,10.6,,111.69,,,,,,,,0.15066519173164436,1.1033811671397746,0.8249649115346022,1.214170481927102,LOW,-0.016697588126159513,-0.13398692810457524,-0.05861456483126115,-0.10699241786015157,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.9145,1.0069918721177122,LOW_SKEW,-0.13398692810457524,-0.05861456483126115,-0.10699241786015157,-0.12685337726523893,LOW_VOL_DOWN,1,0,BULLISH
1993-07-16,10.96,,112.45,,,,,,,,0.1643776140462404,1.1221903185778406,0.8393536046770426,1.2398901202136814,LOW,0.03396226415094361,0.014814814814814836,-0.04778453518679404,-0.06003430531732412,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.91999999999999,1.0137937252073568,LOW_SKEW,0.014814814814814836,-0.04778453518679404,-0.06003430531732412,-0.11470113085621969,NEUTRAL_VOL,1,0,BULLISH
1993-07-19,11.46,,111.27,,,,,,,,0.322304204129485,1.1201096176510055,0.8269364832733854,1.251056630963189,LOW,0.04562043795620441,0.05622119815668225,0.011473962930273585,-0.06372549019607843,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.931,1.0030559537009491,LOW_SKEW,0.05622119815668225,0.011473962930273585,-0.06372549019607843,-0.13313161875945534,LOW_VOL_UP,1,0,BULLISH
1993-07-20,11.05,,110.16,,,,,,,,0.3238826948133245,0.7772808730145414,0.8191476635729192,1.2719837632127864,LOW,-0.035776614310645716,0.0027223230490018846,-0.2033165104542176,-0.09795918367346934,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.74750000000002,0.994695139845143,LOW_SKEW,0.0027223230490018846,-0.2033165104542176,-0.09795918367346934,-0.15065334358186,NEUTRAL_VOL,1,0,BULLISH
1993-07-21,11.97,,111.12,,,,,,,,0.524471162219194,0.5442844436085184,0.8249559796869065,1.2665785665743485,LOW,0.08325791855203613,0.11038961038961048,-0.08275862068965523,0.02746781115879826,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.84700000000001,1.002462854204444,LOW_SKEW,0.11038961038961048,-0.08275862068965523,0.02746781115879826,-0.12755102040816324,LOW_VOL_UP,1,0,BULLISH
1993-07-22,11.69,,110.22,,,,,,,,0.42582860401758055,0.44281423243061696,0.8173455109136263,1.2692184482535547,LOW,-0.023391812865497186,0.10283018867924532,-0.04493464052287588,-0.029069767441860406,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.7515,0.9952009679327143,LOW_SKEW,0.10283018867924532,-0.04493464052287588,-0.029069767441860406,-0.12434456928838955,LOW_VOL_UP,1,0,BULLISH
1993-07-23,11.32,,113.03,,,,,,,,0.35124065823814415,0.4317149265157,0.7997136000502879,1.274243769328645,LOW,-0.031650983746792094,0.03284671532846706,0.04814814814814805,-0.0759183673469388,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.63999999999999,1.021601590744758,LOW_SKEW,0.03284671532846706,0.04814814814814805,-0.0759183673469388,-0.16519174041297935,NEUTRAL_VOL,1,0,BULLISH
1993-07-26,11.32,,112.1,,,,,,,,0.3604857833529132,0.41838445902571453,0.7988504899311802,1.245434126425282,LOW,0.0,-0.012216404886561949,0.04331797235023038,0.006222222222222351,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.6685,1.0129350266787749,LOW_SKEW,-0.012216404886561949,0.04331797235023038,0.006222222222222351,-0.23306233062330617,NEUTRAL_VOL,1,0,BULLISH
1993-07-27,11.34,,111.49,,,,,,,,0.293035833985481,0.4138558525203611,0.7949808008275041,1.2249290858272237,LOW,0.0017667844522968323,0.02624434389140262,0.029038112522685955,0.02070207020702064,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.617,1.007892096151586,LOW_SKEW,0.02624434389140262,0.029038112522685955,0.02070207020702064,-0.21195274496177907,NEUTRAL_VOL,1,0,BULLISH
1993-07-28,11.37,,111.15,,,,,,,,0.1589654050400918,0.38025722288242086,0.7941461816912969,1.208727717013614,LOW,0.002645502645502562,-0.05012531328320813,0.054730983302411884,0.007085916740478204,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.671,1.0043281437775027,LOW_SKEW,-0.05012531328320813,0.054730983302411884,0.007085916740478204,-0.19532908704883234,LOW_VOL_DOWN,1,0,BULLISH
1993-07-29,11.25,,110.87,,,,,,,,0.044158804326613905,0.2908244984309139,0.7943014143524074,1.189866670630344,LOW,-0.01055408970976246,-0.03763900769888795,0.061320754716981174,-0.000888099467140302,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.68700000000001,1.001653310686892,LOW_SKEW,-0.03763900769888795,0.061320754716981174,-0.000888099467140302,-0.20718816067653278,NEUTRAL_VOL,1,0,BULLISH
1993-07-30,11.73,,112.89,,,,,,,,0.18860010604334332,0.27055498516699655,0.796128791485215,1.1577309969176237,LOW,0.04266666666666663,0.03621908127208484,0.07025547445255476,0.019113814074717794,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,110.87449999999998,1.0181782104992583,LOW_SKEW,0.03621908127208484,0.07025547445255476,0.019113814074717794,-0.17914625612316293,NEUTRAL_VOL,1,0,BULLISH
1993-08-02,11.47,,111.93,,,,,,,,0.18417383093035208,0.27061452699538524,0.7951702896070844,1.1359474872884454,LOW,-0.022165387894288124,0.013250883392226243,0.0008726003490400203,0.012356575463371655,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.0395,1.008019668676462,LOW_SKEW,0.013250883392226243,0.0008726003490400203,0.012356575463371655,-0.17954220314735336,NEUTRAL_VOL,1,0,BULLISH
1993-08-03,11.49,,110.98,,,,,,,,0.17753872816814784,0.2310483354886006,0.568790036184956,1.0906629513597523,LOW,0.0017436791630338622,0.013227513227513255,0.039819004524886736,-0.17159336697909156,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.16699999999999,0.9983178461234001,LOW_SKEW,0.013227513227513255,0.039819004524886736,-0.17159336697909156,-0.20813232253618197,NEUTRAL_VOL,1,0,BULLISH
1993-08-04,11.71,,110.74,,,,,,,,0.19748417658021933,0.1808283409413611,0.4229333654124136,1.0553382280148762,LOW,0.019147084421235805,0.02990325417766071,-0.02172096908939014,-0.10268199233716468,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.231,0.9955857629617643,LOW_SKEW,0.02990325417766071,-0.02172096908939014,-0.10268199233716468,-0.16950354609929075,NEUTRAL_VOL,1,0,BULLISH
1993-08-05,12.03,,110.05,,,,,,,,0.2268920448133331,0.24689403934762613,0.40095248438806863,1.0176982632889833,LOW,0.027327070879589854,0.06933333333333325,0.029084687767322537,-0.01715686274509809,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.21,0.9895692833378293,LOW_SKEW,0.06933333333333325,0.029084687767322537,-0.01715686274509809,-0.1431623931623932,LOW_VOL_UP,1,0,BULLISH
1993-08-06,12.33,,113.24,,,,,,,,0.36970258316595817,0.34913225765040207,0.4422561772501487,1.0116505809609142,LOW,0.02493765586034913,0.051150895140664954,0.08922261484098937,0.1416666666666666,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.30699999999999,1.0173663830666535,LOW_SKEW,0.051150895140664954,0.08922261484098937,0.1416666666666666,-0.04270186335403736,LOW_VOL_UP,1,0,BULLISH
1993-08-09,12.39,,111.59,,,,,,,,0.3891015291663511,0.4109190241923483,0.476571085988364,1.0015844794060687,LOW,0.0048661800486617945,0.0802092414995641,0.09452296819787986,0.14193548387096788,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.374,1.0019394113527396,LOW_SKEW,0.0802092414995641,0.09452296819787986,0.14193548387096788,-0.05419847328244265,LOW_VOL_UP,1,0,BULLISH
1993-08-10,12.31,,111.35,,,,,,,,0.2843940927649557,0.4277538232816784,0.5000344724959888,0.980974546674815,LOW,-0.006456820016142006,0.07136640557006091,0.08553791887125217,0.11705989110707815,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.43800000000002,0.9992103232290599,LOW_SKEW,0.07136640557006091,0.08553791887125217,0.11705989110707815,-0.08611729769858945,LOW_VOL_UP,1,0,BULLISH
1993-08-11,12.07,,112.07,,,,,,,,0.16395121225415377,0.404771540500032,0.48124947026642295,0.9515542816990396,LOW,-0.019496344435418367,0.030742954739538808,0.06156552330694831,0.11966604823747695,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.5195,1.004936356421971,LOW_SKEW,0.030742954739538808,0.06156552330694831,0.11966604823747695,-0.11704462326261889,NEUTRAL_VOL,1,0,BULLISH
1993-08-12,12.38,,113.49,,,,,,,,0.13069047402014705,0.36583086559365935,0.45162397027444556,0.9286879267576854,LOW,0.025683512841756517,0.029093931837074205,0.10044444444444456,0.16792452830188687,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.6095,1.016848924150722,LOW_SKEW,0.029093931837074205,0.10044444444444456,0.16792452830188687,-0.08160237388724034,NEUTRAL_VOL,1,0,BULLISH
1993-08-13,12.19,,116.73,,,,,,,,0.13645512082589298,0.35820695445651546,0.43142694691738465,0.9010700215148838,LOW,-0.015347334410339308,-0.011354420113544261,0.039215686274509665,0.11222627737226265,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.82350000000001,1.043877181451126,LOW_SKEW,-0.011354420113544261,0.039215686274509665,0.11222627737226265,-0.09970457902511076,NEUTRAL_VOL,1,0,BULLISH
1993-08-16,12.01,,111.14,,,,,,,,0.15594870951567485,0.29905220651421277,0.42993145108461206,0.8912151988221519,LOW,-0.014766201804757961,-0.030669895076674836,0.04707933740191805,0.047993019197207554,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,111.81699999999998,0.9939454644642588,LOW_SKEW,-0.030669895076674836,0.04707933740191805,0.047993019197207554,-0.06609642301710728,NEUTRAL_VOL,1,0,BULLISH
1993-08-17,11.59,,113.88,,,,,,,,0.2924380276222562,0.2776268478830265,0.39804257905026263,0.8362874469205615,LOW,-0.03497085761865115,-0.0584890333062551,0.00870322019147074,0.04886877828054281,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.003,1.0167584796835798,LOW_SKEW,-0.0584890333062551,0.00870322019147074,0.04886877828054281,-0.1762615493958778,LOW_VOL_DOWN,1,0,BULLISH
1993-08-18,11.52,,113.08,,,,,,,,0.37412564734269227,0.3117620174978852,0.4005190711014033,0.7274995196010539,LOW,-0.006039689387402958,-0.045567522783761416,-0.016225448334756698,-0.03759398496240607,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.101,1.0087331959572172,LOW_SKEW,-0.045567522783761416,-0.016225448334756698,-0.03759398496240607,-0.21845318860244234,NEUTRAL_VOL,1,0,BULLISH
1993-08-19,11.63,,113.81,,,,,,,,0.29448259710817953,0.3432459435689933,0.4014168983935913,0.6578270971883656,LOW,0.00954861111111116,-0.060581583198707545,-0.03325020781379873,-0.0051325919589391145,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.2805,1.0136221338522717,LOW_SKEW,-0.060581583198707545,-0.03325020781379873,-0.0051325919589391145,-0.16690544412607444,LOW_VOL_DOWN,1,0,BULLISH
1993-08-20,11.62,,115.05,,,,,,,,0.19269146322442815,0.350410869946352,0.3890321999934208,0.6186431829046959,LOW,-0.0008598452278590907,-0.0467596390484003,-0.05758313057583142,0.026501766784452263,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.3815,1.0237450114120206,LOW_SKEW,-0.0467596390484003,-0.05758313057583142,0.026501766784452263,-0.12697220135236675,NEUTRAL_VOL,1,0,BULLISH
1993-08-23,12.15,,114.24,,,,,,,,0.2541062769779074,0.3258851194974838,0.38071815794576636,0.6053357644765855,LOW,0.04561101549053359,0.011656952539550458,-0.01937046004842613,0.0733215547703181,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.4885,1.0155704805380106,LOW_SKEW,0.011656952539550458,-0.01937046004842613,0.0733215547703181,-0.04405979543666405,NEUTRAL_VOL,1,0,BULLISH
1993-08-24,11.8,,115.17,,,,,,,,0.24825390228468847,0.30177990507964986,0.36310937891051004,0.5988957184953009,LOW,-0.028806584362139898,0.018119068162208984,-0.041429731925264,0.040564373897707284,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.67249999999999,1.0221660121147575,LOW_SKEW,0.018119068162208984,-0.041429731925264,0.040564373897707284,-0.042984590429845815,NEUTRAL_VOL,1,0,BULLISH
1993-08-25,12.1,,116.05,,,,,,,,0.25288337232721103,0.30384389266510337,0.3485047005650509,0.6001789189010451,LOW,0.025423728813559254,0.05034722222222232,0.0024855012427504874,0.06420404573438887,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,112.91749999999999,1.0277414926827109,LOW_SKEW,0.05034722222222232,0.0024855012427504874,0.06420404573438887,0.00917431192660545,LOW_VOL_UP,1,0,BULLISH
1993-08-26,12.14,,112.85,,,,,,,,0.23941595602546928,0.2691240936381325,0.3181873000213634,0.6029168555391594,LOW,0.0033057851239670644,0.043852106620808184,-0.01938610662358642,0.07911111111111113,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,113.0165,0.9985267637911278,LOW_SKEW,0.043852106620808184,-0.01938610662358642,0.07911111111111113,0.022746419545071728,NEUTRAL_VOL,1,0,BULLISH
1993-08-27,11.91,,114.5,,,,,,,,0.1566843961586248,0.24630829822915543,0.3146694171752506,0.6035402020657401,LOW,-0.018945634266886335,0.02495697074010339,-0.022969647251845693,0.01534526854219953,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,113.09700000000001,1.0124052804229997,LOW_SKEW,0.02495697074010339,-0.022969647251845693,0.01534526854219953,0.021440823327615766,NEUTRAL_VOL,1,0,BULLISH
1993-08-30,11.74,,115.29,,,,,,,,0.17753872816821611,0.2412007001991058,0.2987425400964972,0.5987670665620728,LOW,-0.014273719563392073,-0.03374485596707821,-0.02248126561198993,0.023539668700959027,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,113.26500000000001,1.0178784266984504,LOW_SKEW,-0.03374485596707821,-0.02248126561198993,0.023539668700959027,-0.040849673202614345,NEUTRAL_VOL,1,0,BULLISH
1993-08-31,11.85,,114.28,,,,,,,,0.16902662512038868,0.2272639190185136,0.27944070079948646,0.5939734413077247,LOW,0.009369676320272413,0.004237288135593209,0.022433132010353685,0.031331592689294974,,NORMAL,,,FLAT,0,,,NEUTRAL_GEX,,,NEUTRAL_DIX,,,NEUTRAL_PUT,113.43000000000002,1.0074936083928412,LOW_SKEW,0.004237288135593209,0.022433132010353685,0.031331592689294974,-0.032653061224489854,NEUTRAL_VOL,1,0,BULLISH
