,VIX,VVIX,SKEW,VIX3M,PUT,BXM,CLL,price,dix,gex,returns,log_returns,vix_returns,vix_volatility,vix_term_ratio,vix_term_structure
1998-12-14,31.31,,118.08,,,,,,,,,,0.12950937950937957,1.2144933040505446,,BULL_FRAGILE
1998-12-15,29.42,,120.67,,,,,,,,,,-0.060364100926221576,1.237180581750168,,BULL_FRAGILE
1998-12-16,29.96,,119.38,,,,,,,,,,0.018354860639021142,1.2304396586930972,,BULL_FRAGILE
1998-12-17,27.96,,121.0,,,,,,,,,,-0.06675567423230977,1.2517822778529952,,BULL_FRAGILE
1998-12-18,25.04,,123.33,,,,,,,,,,-0.10443490701001434,1.291356741449669,,BULL_FRAGILE
1998-12-21,23.86,,127.73,,,,,,,,,,-0.04712460063897761,1.2256622344718506,,BULL_QUIET
1998-12-22,22.78,,128.7,,,,,,,,,,-0.04526404023470232,1.23346299236892,,BULL_QUIET
1998-12-23,20.21,,123.93,,,,,,,,,,-0.11281826163301145,1.2785232247133014,,BULL_QUIET
1998-12-24,21.48,,120.65,,,,,,,,,,0.06284017812963882,1.288198156497143,,BULL_QUIET
1998-12-28,23.5,,125.02,,,,,,,,,,0.0940409683426442,1.3291046780402023,,BULL_QUIET
1998-12-29,22.18,,121.9,,,,,,,,,,-0.05617021276595746,1.180662644236665,,BULL_QUIET
1998-12-30,23.34,,119.78,,,,,,,,,,0.05229936880072139,1.1901253162415024,,BULL_QUIET
1998-12-31,24.42,,124.46,,,,,,,,,,0.046272493573264795,1.200124210091006,,BULL_QUIET
1999-01-04,26.17,,118.28,,,,,,,,,,0.07166257166257162,1.1349020490429358,,BULL_FRAGILE
1999-01-05,24.46,,118.93,,,,,,,,,,-0.06534199465036306,1.0773817587603864,,BULL_QUIET
1999-01-06,23.34,,116.55,,,,,,,,,,-0.04578904333605893,1.0885215787828009,,BULL_QUIET
1999-01-07,24.37,,119.22,,,,,,,,,,0.04413024850042846,1.0959349417236581,,BULL_QUIET
1999-01-08,23.28,,121.02,,,,,,,,,,-0.0447271235125154,1.1071420678628927,,BULL_QUIET
1999-01-11,25.46,,120.21,,,,,,,,,,0.09364261168384869,1.1476690586955731,,BULL_FRAGILE
1999-01-12,28.1,,119.5,,,,,,,,,,0.10369206598586023,1.200598770489477,,BULL_FRAGILE
1999-01-13,30.11,,117.61,,,,,,,,,,0.07153024911032024,1.1356997746520678,,BULL_FRAGILE
1999-01-14,32.98,,115.83,,,,,,,,,,0.09531717037529042,1.15927364076582,,BULL_FRAGILE
1999-01-15,29.24,,120.43,,,,,,,,,,-0.11340206185567003,1.235878461439826,,BULL_FRAGILE
1999-01-19,29.24,,119.22,,,,,,,,,,0.0,1.2092809999360863,,BULL_FRAGILE
1999-01-20,28.6,,120.19,,,,,,,,,,-0.02188782489740071,1.1439195461272011,,BULL_FRAGILE
1999-01-21,30.92,,117.62,,,,,,,,,,0.08111888111888121,1.1508069028980974,,BULL_FRAGILE
1999-01-22,31.95,,119.32,,,,,,,,,,0.0333117723156533,1.1293269440640883,,BULL_FRAGILE
1999-01-25,31.13,,118.62,,,,,,,,,,-0.025665101721439765,1.0320933525204876,,BULL_FRAGILE
1999-01-26,29.23,,120.02,,,,,,,,,,-0.06103437198843553,1.0632134176314865,,BULL_FRAGILE
1999-01-27,29.73,,116.25,,,,,,,,,,0.017105713308245063,1.0242574360686882,,BULL_FRAGILE
1999-01-28,28.11,,118.46,,,,,,,,,,-0.0544904137235116,1.0227516360468663,,BULL_FRAGILE
1999-01-29,26.25,,119.23,,,,,,,,,,-0.06616862326574169,1.0498318416070627,,BULL_FRAGILE
1999-02-01,27.67,,118.75,,,,,,,,,,0.054095238095238196,1.0539769102005283,,BULL_FRAGILE
1999-02-02,28.16,,117.37,,,,,,,,,,0.017708709794000743,1.028076139566925,,BULL_FRAGILE
1999-02-03,27.88,,116.1,,,,,,,,,,-0.009943181818181879,0.9956279233807568,,BULL_FRAGILE
1999-02-04,29.48,,115.25,,,,,,,,,,0.057388809182209455,0.9884453948752159,,BULL_FRAGILE
1999-02-05,29.67,,115.51,,,,,,,,,,0.006445047489823663,0.9820311044061242,,BULL_FRAGILE
1999-02-08,30.27,,114.6,,,,,,,,,,0.020222446916076775,0.9593318118469395,,BULL_FRAGILE
1999-02-09,31.36,,113.35,,,,,,,,,,0.03600925008258993,0.917531161983445,,BULL_FRAGILE
1999-02-10,30.45,,114.91,,,,,,,,,,-0.029017857142857095,0.8609459264235955,,BULL_FRAGILE
1999-02-11,27.42,,117.63,,,,,,,,,,-0.09950738916256152,0.8999666215126433,,BULL_FRAGILE
1999-02-12,29.76,,116.29,,,,,,,,,,0.08533916849015322,0.8860813455339437,,BULL_FRAGILE
1999-02-16,29.65,,115.45,,,,,,,,,,-0.003696236559139865,0.7856881403145984,,BULL_FRAGILE
1999-02-17,30.65,,114.55,,,,,,,,,,0.033726812816188945,0.7937054152439337,,BULL_FRAGILE
1999-02-18,30.45,,115.15,,,,,,,,,,-0.006525285481239762,0.7890339246928532,,BULL_FRAGILE
1999-02-19,29.3,,115.4,,,,,,,,,,-0.0377668308702791,0.7473093824693695,,BULL_FRAGILE
1999-02-22,25.87,,117.06,,,,,,,,,,-0.11706484641638226,0.8390730756546084,,BULL_FRAGILE
1999-02-23,26.49,,117.11,,,,,,,,,,0.023965983764978604,0.8445870485714386,,BULL_FRAGILE
1999-02-24,27.21,,116.15,,,,,,,,,,0.027180067950169917,0.8271290530135826,,BULL_FRAGILE
1999-02-25,28.01,,115.63,,,,,,,,,,0.029400955531054818,0.8320817024929761,,BULL_FRAGILE
1999-02-26,27.88,,114.88,,,,,,,,,,-0.004641199571581711,0.808565752528438,,BULL_FRAGILE
1999-03-01,28.37,,115.38,,,,,,,,,,0.017575322812051652,0.7702271165465961,,BULL_FRAGILE
1999-03-02,29.22,,114.48,,,,,,,,,,0.02996122664786749,0.7544449822158028,,BULL_FRAGILE
1999-03-03,29.04,,114.61,,,,,,,,,,-0.006160164271047264,0.7533813696689267,,BULL_FRAGILE
1999-03-04,26.67,,115.29,,,,,,,,,,-0.08161157024793375,0.810081611881807,,BULL_FRAGILE
1999-03-05,24.08,,115.83,,,,,,,,,,-0.09711286089238857,0.8473229995386937,,BULL_QUIET
1999-03-08,24.54,,116.42,,,,,,,,,,0.01910299003322269,0.851497616511195,,BULL_QUIET
1999-03-09,25.02,,115.53,,,,,,,,,,0.019559902200489088,0.8512092405568477,,BULL_FRAGILE
1999-03-10,24.79,,115.43,,,,,,,,,,-0.009192645883293382,0.83513825313284,,BULL_QUIET
1999-03-11,24.37,,114.49,,,,,,,,,,-0.01694231544977809,0.8326495538229918,,BULL_QUIET
1999-03-12,24.84,,113.95,,,,,,,,,,0.01928600738613051,0.7669306518675385,,BULL_QUIET
1999-03-15,25.24,,115.48,,,,,,,,,,0.0161030595813203,0.6963523999454219,,BULL_FRAGILE
1999-03-16,25.15,,114.52,,,,,,,,,,-0.003565768621236143,0.6963613664578886,,BULL_FRAGILE
1999-03-17,25.57,,114.63,,,,,,,,,,0.016699801192842978,0.6856170098708091,,BULL_FRAGILE
1999-03-18,24.13,,114.47,,,,,,,,,,-0.05631599530700049,0.7065722429333279,,BULL_QUIET
1999-03-19,24.32,,114.97,,,,,,,,,,0.007874015748031482,0.7018353663913639,,BULL_QUIET
1999-03-22,25.0,,114.42,,,,,,,,,,0.02796052631578938,0.582360574468072,,BULL_QUIET
1999-03-23,27.27,,112.59,,,,,,,,,,0.09079999999999999,0.6631469623113307,,BULL_FRAGILE
1999-03-24,26.6,,112.76,,,,,,,,,,-0.02456912357902452,0.6628352148520638,,BULL_FRAGILE
1999-03-25,24.33,,114.77,,,,,,,,,,-0.08533834586466171,0.7175409450073927,,BULL_QUIET
1999-03-26,24.04,,114.72,,,,,,,,,,-0.011919441019317634,0.7178196428924459,,BULL_QUIET
1999-03-29,23.54,,114.73,,,,,,,,,,-0.02079866888519133,0.7137396349159937,,BULL_QUIET
1999-03-30,22.73,,115.24,,,,,,,,,,-0.03440951571792683,0.7044760180248608,,BULL_QUIET
1999-03-31,23.26,,114.02,,,,,,,,,,0.023317201935767695,0.7151444985782587,,BULL_QUIET
1999-04-01,22.06,,112.35,,,,,,,,,,-0.05159071367153922,0.6824974636223585,,BULL_QUIET
1999-04-05,22.19,,114.75,,,,,,,,,,0.005893019038984759,0.5979233606833007,,BULL_QUIET
1999-04-06,22.65,,114.6,,,,,,,,,,0.02073005858494814,0.5987629190657061,,BULL_QUIET
1999-04-07,22.81,,113.77,,,,,,,,,,0.007064017660044053,0.5940540186057417,,BULL_QUIET
1999-04-08,22.59,,113.19,,,,,,,,,,-0.00964489259096879,0.5941091635661283,,BULL_QUIET
1999-04-09,21.77,,115.9,,,,,,,,,,-0.03629924745462598,0.603612887466123,,BULL_QUIET
1999-04-12,21.93,,112.86,,,,,,,,,,0.007349563619660104,0.598727212329457,,BULL_QUIET
1999-04-13,22.73,,112.52,,,,,,,,,,0.0364797081623347,0.6126994143036174,,BULL_QUIET
1999-04-14,24.94,,112.54,,,,,,,,,,0.09722833260008801,0.7112984208773363,,BULL_QUIET
1999-04-15,23.93,,113.07,,,,,,,,,,-0.040497193263833275,0.7229289421147147,,BULL_QUIET
1999-04-16,23.9,,113.86,,,,,,,,,,-0.001253656498119593,0.6942492629432215,,BULL_QUIET
1999-04-19,26.42,,113.2,,,,,,,,,,0.10543933054393317,0.7881724595818357,,BULL_FRAGILE
1999-04-20,25.02,,112.84,,,,,,,,,,-0.052990158970476986,0.8093935861091908,,BULL_FRAGILE
1999-04-21,23.31,,114.99,,,,,,,,,,-0.06834532374100721,0.7721400430244285,,BULL_QUIET
1999-04-22,22.62,,115.38,,,,,,,,,,-0.029601029601029505,0.7738884789418774,,BULL_QUIET
1999-04-23,22.76,,115.84,,,,,,,,,,0.006189213085764811,0.7170507519111718,,BULL_QUIET
1999-04-26,23.53,,115.61,,,,,,,,,,0.033831282952548225,0.7272975726316956,,BULL_QUIET
1999-04-27,23.36,,116.82,,,,,,,,,,-0.007224819379515579,0.7237601862814338,,BULL_QUIET
1999-04-28,24.4,,116.01,,,,,,,,,,0.044520547945205546,0.7273658191393201,,BULL_QUIET
1999-04-29,25.06,,115.57,,,,,,,,,,0.02704918032786896,0.7287636091273476,,BULL_FRAGILE
1999-04-30,25.07,,116.25,,,,,,,,,,0.0003990422984836428,0.6982123427547091,,BULL_FRAGILE
1999-05-03,24.15,,116.6,,,,,,,,,,-0.03669724770642213,0.7155162221182636,,BULL_QUIET
1999-05-04,25.62,,116.6,,,,,,,,,,0.0608695652173914,0.7408201950789838,,BULL_FRAGILE
1999-05-05,25.19,,117.53,,,,,,,,,,-0.01678376268540205,0.7456957697007837,,BULL_FRAGILE
1999-05-06,27.44,,116.86,,,,,,,,,,0.08932115919015482,0.7989972687515801,,BULL_FRAGILE
1999-05-07,25.36,,116.9,,,,,,,,,,-0.07580174927113714,0.8411705313678943,,BULL_FRAGILE
1999-05-10,26.62,,116.57,,,,,,,,,,0.049684542586750924,0.8534201072868515,,BULL_FRAGILE
1999-05-11,25.62,,116.76,,,,,,,,,,-0.037565740045078844,0.864604333413338,,BULL_FRAGILE
1999-05-12,26.13,,117.12,,,,,,,,,,0.01990632318501162,0.7991274823546302,,BULL_FRAGILE
1999-05-13,25.02,,117.69,,,,,,,,,,-0.042479908151549894,0.8006056716229585,,BULL_FRAGILE
1999-05-14,26.86,,116.77,,,,,,,,,,0.07354116706634684,0.8379605496161177,,BULL_FRAGILE
1999-05-17,27.28,,115.62,,,,,,,,,,0.015636634400595817,0.7547738903315709,,BULL_FRAGILE
1999-05-18,27.26,,118.43,,,,,,,,,,-0.0007331378299120228,0.7259009767243391,,BULL_FRAGILE
1999-05-19,25.08,,117.95,,,,,,,,,,-0.07997065297138672,0.7425235698716852,,BULL_FRAGILE
1999-05-20,24.46,,118.86,,,,,,,,,,-0.0247208931419457,0.7397299542848407,,BULL_QUIET
1999-05-21,24.4,,118.43,,,,,,,,,,-0.0024529844644318732,0.7401736615326244,,BULL_QUIET
1999-05-24,27.62,,116.94,,,,,,,,,,0.13196721311475423,0.8634323121447128,,BULL_FRAGILE
1999-05-25,28.9,,117.55,,,,,,,,,,0.04634322954380865,0.8706407159202487,,BULL_FRAGILE
1999-05-26,27.57,,118.25,,,,,,,,,,-0.04602076124567467,0.8851244131136254,,BULL_FRAGILE
1999-05-27,28.12,,117.39,,,,,,,,,,0.01994922016684808,0.8834096545947936,,BULL_FRAGILE
1999-05-28,25.39,,117.98,,,,,,,,,,-0.09708392603129445,0.9580117241106816,,BULL_FRAGILE
1999-06-01,26.62,,114.57,,,,,,,,,,0.04844426939740054,0.9596600195886914,,BULL_FRAGILE
1999-06-02,26.21,,116.33,,,,,,,,,,-0.015401953418482384,0.9404534114854362,,BULL_FRAGILE
1999-06-03,26.2,,116.06,,,,,,,,,,-0.00038153376573835107,0.9377241313536769,,BULL_FRAGILE
1999-06-04,23.43,,116.26,,,,,,,,,,-0.10572519083969467,0.9566643443130167,,BULL_QUIET
1999-06-07,23.78,,116.85,,,,,,,,,,0.0149381135296629,0.922650565614467,,BULL_QUIET
1999-06-08,24.02,,116.93,,,,,,,,,,0.010092514718250456,0.9039732932918213,,BULL_QUIET
1999-06-09,23.9,,116.61,,,,,,,,,,-0.004995836802664466,0.8950846721078457,,BULL_QUIET
1999-06-10,25.32,,115.47,,,,,,,,,,0.05941422594142276,0.9185623303063187,,BULL_FRAGILE
1999-06-11,25.9,,115.45,,,,,,,,,,0.02290679304897303,0.9076980765103977,,BULL_FRAGILE
1999-06-14,26.51,,114.59,,,,,,,,,,0.02355212355212366,0.8730656523810668,,BULL_FRAGILE
1999-06-15,25.91,,116.26,,,,,,,,,,-0.022632968691060018,0.8749990731031504,,BULL_FRAGILE
1999-06-16,22.4,,117.25,,,,,,,,,,-0.1354689309147048,0.9964726409060605,,BULL_QUIET
1999-06-17,21.95,,118.41,,,,,,,,,,-0.0200892857142857,0.9610408224573361,,BULL_QUIET
1999-06-18,21.75,,119.47,,,,,,,,,,-0.009111617312072884,0.9583576372338787,,BULL_QUIET
1999-06-21,21.81,,119.09,,,,,,,,,,0.0027586206896550447,0.95865405685708,,BULL_QUIET
1999-06-22,21.7,,118.74,,,,,,,,,,-0.005043558000916937,0.813642361603397,,BULL_QUIET
1999-06-23,21.32,,119.44,,,,,,,,,,-0.01751152073732709,0.785369631740419,,BULL_QUIET
1999-06-24,23.06,,118.36,,,,,,,,,,0.0816135084427767,0.8445211489117174,,BULL_QUIET
1999-06-25,21.76,,118.48,,,,,,,,,,-0.056374674761491606,0.8550230014311279,,BULL_QUIET
1999-06-28,22.63,,119.04,,,,,,,,,,0.039981617647058654,0.8098774203506884,,BULL_QUIET
1999-06-29,22.51,,118.08,,,,,,,,,,-0.005302695536897772,0.7854203736368989,,BULL_QUIET
1999-06-30,21.09,,120.12,,,,,,,,,,-0.0630830741892493,0.8099271611669593,,BULL_QUIET
1999-07-01,19.69,,120.8,,,,,,,,,,-0.06638217164532945,0.8335849782360427,,BULL_QUIET
1999-07-02,18.66,,120.44,,,,,,,,,,-0.052310817673946186,0.774068044363126,,BULL_QUIET
1999-07-06,20.73,,119.27,,,,,,,,,,0.11093247588424449,0.8827113956435415,,BULL_QUIET
1999-07-07,20.35,,120.46,,,,,,,,,,-0.018330921369995146,0.88188070733392,,BULL_QUIET
1999-07-08,20.24,,119.08,,,,,,,,,,-0.005405405405405572,0.8818709529711789,,BULL_QUIET
1999-07-09,17.96,,119.14,,,,,,,,,,-0.11264822134387342,0.9211607691636648,,BULL_QUIET
1999-07-12,19.73,,122.1,,,,,,,,,,0.09855233853006684,0.9987486523583167,,BULL_QUIET
1999-07-13,19.95,,119.39,,,,,,,,,,0.01115053218449047,0.9939153796023474,,BULL_QUIET
1999-07-14,19.71,,118.45,,,,,,,,,,-0.012030075187969835,0.9931565325039414,,BULL_QUIET
1999-07-15,18.68,,119.9,,,,,,,,,,-0.05225773718924409,0.8946628297301734,,BULL_QUIET
1999-07-16,17.42,,122.2,,,,,,,,,,-0.0674518201284795,0.9189377226833262,,BULL_QUIET
1999-07-19,19.07,,122.4,,,,,,,,,,0.09471871412169919,0.9912065233993862,,BULL_QUIET
1999-07-20,21.79,,121.13,,,,,,,,,,0.14263240692186674,1.121052230958132,,BULL_QUIET
1999-07-21,21.46,,119.48,,,,,,,,,,-0.015144561725562111,1.1224989770746534,,BULL_QUIET
1999-07-22,23.05,,119.29,,,,,,,,,,0.07409133271202228,1.148427631612082,,BULL_QUIET
1999-07-23,23.32,,118.85,,,,,,,,,,0.011713665943600793,1.11395350757952,,BULL_QUIET
1999-07-26,24.98,,118.23,,,,,,,,,,0.07118353344768447,1.1160215454781839,,BULL_QUIET
1999-07-27,23.23,,115.04,,,,,,,,,,-0.07005604483586869,1.1438134170779963,,BULL_QUIET
1999-07-28,22.85,,117.85,,,,,,,,,,-0.0163581575548859,1.1456429032401187,,BULL_QUIET
1999-07-29,24.52,,119.6,,,,,,,,,,0.07308533916849003,1.1431512075626877,,BULL_QUIET
1999-07-30,24.64,,119.28,,,,,,,,,,0.004893964110929794,1.1074388840211902,,BULL_QUIET
1999-08-02,25.59,,120.09,,,,,,,,,,0.03855519480519476,1.0824565600761276,,BULL_FRAGILE
1999-08-03,26.27,,120.01,,,,,,,,,,0.026572880031262125,1.0264625729625092,,BULL_FRAGILE
1999-08-04,27.4,,118.57,,,,,,,,,,0.043014845831747195,1.024030156091669,,BULL_FRAGILE
1999-08-05,27.01,,119.83,,,,,,,,,,-0.01423357664233571,1.0270602379359184,,BULL_FRAGILE
1999-08-06,26.6,,121.41,,,,,,,,,,-0.015179563124768647,0.9168673689813901,,BULL_FRAGILE
1999-08-09,27.66,,119.54,,,,,,,,,,0.039849624060150246,0.8740044931766723,,BULL_FRAGILE
1999-08-10,28.45,,118.59,,,,,,,,,,0.028561099060014472,0.874264178223567,,BULL_FRAGILE
1999-08-11,25.39,,120.69,,,,,,,,,,-0.1075571177504393,0.9791467200116841,,BULL_FRAGILE
1999-08-12,25.03,,121.69,,,,,,,,,,-0.014178810555336763,0.9536953243184255,,BULL_FRAGILE
1999-08-13,22.31,,128.4,,,,,,,,,,-0.10866959648421903,1.0112664440435846,,BULL_QUIET
1999-08-16,23.07,,122.16,,,,,,,,,,0.034065441506051064,0.9694054489521283,,BULL_QUIET
1999-08-17,21.67,,122.69,,,,,,,,,,-0.06068487212830509,0.8674803134840888,,BULL_QUIET
1999-08-18,23.3,,119.82,,,,,,,,,,0.07521919704660807,0.9034863247459539,,BULL_QUIET
1999-08-19,24.39,,119.74,,,,,,,,,,0.04678111587982836,0.8809856987769235,,BULL_QUIET
1999-08-20,22.95,,122.98,,,,,,,,,,-0.05904059040590415,0.9084896239983944,,BULL_QUIET
1999-08-23,22.55,,117.83,,,,,,,,,,-0.017429193899782036,0.8711080589294242,,BULL_QUIET
1999-08-24,22.4,,119.02,,,,,,,,,,-0.006651884700665245,0.8353308787736092,,BULL_QUIET
1999-08-25,20.96,,119.02,,,,,,,,,,-0.06428571428571417,0.8642457780762632,,BULL_QUIET
1999-08-26,21.21,,118.6,,,,,,,,,,0.011927480916030575,0.8190443636817505,,BULL_QUIET
1999-08-27,21.83,,118.25,,,,,,,,,,0.029231494578029205,0.8278166698191176,,BULL_QUIET
1999-08-30,24.63,,116.65,,,,,,,,,,0.1282638570774164,0.943201107866536,,BULL_QUIET
1999-08-31,24.45,,117.64,,,,,,,,,,-0.0073081607795371095,0.9380891745676121,,BULL_QUIET
1999-09-01,22.93,,117.48,,,,,,,,,,-0.06216768916155413,0.9455421863026443,,BULL_QUIET
1999-09-02,24.53,,119.28,,,,,,,,,,0.06977758395115585,0.9834875548945031,,BULL_QUIET
1999-09-03,20.98,,122.87,,,,,,,,,,-0.1447207501019161,1.1048209624233338,,BULL_QUIET
1999-09-07,23.44,,120.73,,,,,,,,,,0.11725452812202097,1.1820954206248075,,BULL_QUIET
1999-09-08,23.82,,119.32,,,,,,,,,,0.016211604095563104,1.1781709710515975,,BULL_QUIET
1999-09-09,23.01,,119.61,,,,,,,,,,-0.03400503778337527,1.1218260062512768,,BULL_QUIET
1999-09-10,22.03,,119.94,,,,,,,,,,-0.0425901781833985,1.130243626242519,,BULL_QUIET
1999-09-13,22.89,,118.73,,,,,,,,,,0.03903767589650475,1.0686488736047157,,BULL_QUIET
1999-09-14,23.77,,117.66,,,,,,,,,,0.038444735692442,1.0704247816685273,,BULL_QUIET
1999-09-15,24.56,,118.23,,,,,,,,,,0.03323517038283552,1.047205613570801,,BULL_QUIET
1999-09-16,25.25,,119.68,,,,,,,,,,0.02809446254071668,1.0203151288047592,,BULL_FRAGILE
1999-09-17,23.3,,119.11,,,,,,,,,,-0.07722772277227719,1.0491276142610453,,BULL_QUIET
1999-09-20,24.03,,118.33,,,,,,,,,,0.031330472103004325,1.0307824850997698,,BULL_QUIET
1999-09-21,25.65,,117.58,,,,,,,,,,0.0674157303370786,1.0508395988599233,,BULL_FRAGILE
1999-09-22,25.19,,118.2,,,,,,,,,,-0.017933723196881024,1.053765151903702,,BULL_FRAGILE
1999-09-23,27.84,,116.0,,,,,,,,,,0.10520047637951557,1.0711587369859417,,BULL_FRAGILE
1999-09-24,27.79,,115.64,,,,,,,,,,-0.0017959770114942541,1.0730372667880035,,BULL_FRAGILE
1999-09-27,26.4,,117.29,,,,,,,,,,-0.05001799208348334,1.096485732783695,,BULL_FRAGILE
1999-09-28,26.06,,116.76,,,,,,,,,,-0.012878787878787823,1.008633761174283,,BULL_FRAGILE
1999-09-29,26.49,,116.71,,,,,,,,,,0.016500383729854073,1.0083936292826643,,BULL_FRAGILE
1999-09-30,25.41,,115.85,,,,,,,,,,-0.040770101925254765,0.9919468140514233,,BULL_FRAGILE
1999-10-01,24.93,,117.07,,,,,,,,,,-0.018890200708382543,0.9671767148510103,,BULL_QUIET
1999-10-04,24.46,,117.24,,,,,,,,,,-0.018852787805856308,0.8019915565332979,,BULL_QUIET
1999-10-05,24.79,,117.11,,,,,,,,,,0.013491414554374526,0.6932377076777727,,BULL_QUIET
1999-10-06,22.06,,118.34,,,,,,,,,,-0.11012505042355791,0.7998480889712603,,BULL_QUIET
1999-10-07,23.58,,120.36,,,,,,,,,,0.06890299184043513,0.829161743915849,,BULL_QUIET
1999-10-08,20.49,,120.91,,,,,,,,,,-0.13104325699745545,0.9444334546413515,,BULL_QUIET
1999-10-11,20.63,,118.38,,,,,,,,,,0.00683260126891172,0.9327676935089154,,BULL_QUIET
1999-10-12,22.84,,120.22,,,,,,,,,,0.10712554532234608,1.0029533157762935,,BULL_QUIET
1999-10-13,25.96,,115.66,,,,,,,,,,0.1366024518388793,1.1098945250789196,,BULL_FRAGILE
1999-10-14,26.05,,116.53,,,,,,,,,,0.003466872110939878,1.1065644603944176,,BULL_FRAGILE
1999-10-15,28.75,,116.14,,,,,,,,,,0.10364683301343569,1.1169672640745631,,BULL_FRAGILE
1999-10-18,28.19,,115.77,,,,,,,,,,-0.019478260869565167,1.1204093509056523,,BULL_FRAGILE
1999-10-19,26.56,,116.9,,,,,,,,,,-0.05782192266761277,1.1240240393855703,,BULL_FRAGILE
1999-10-20,23.9,,118.59,,,,,,,,,,-0.10015060240963858,1.1818089489756498,,BULL_QUIET
1999-10-21,24.02,,120.31,,,,,,,,,,0.00502092050209213,1.1151496540062646,,BULL_QUIET
1999-10-22,21.64,,120.85,,,,,,,,,,-0.09908409658617812,1.163837856082169,,BULL_QUIET
1999-10-25,23.6,,119.94,,,,,,,,,,0.09057301293900188,1.205763075545431,,BULL_QUIET
1999-10-26,24.26,,118.12,,,,,,,,,,0.027966101694915313,1.2099651733905068,,BULL_QUIET
1999-10-27,24.2,,119.15,,,,,,,,,,-0.002473206924979432,1.208239304898136,,BULL_QUIET
1999-10-28,21.34,,121.82,,,,,,,,,,-0.11818181818181817,1.2710106794489746,,BULL_QUIET
1999-10-29,22.2,,124.08,,,,,,,,,,0.0402999062792877,1.280149233503598,,BULL_QUIET
1999-11-01,22.09,,123.7,,,,,,,,,,-0.004954954954954904,1.2787680240352692,,BULL_QUIET
1999-11-02,23.1,,121.99,,,,,,,,,,0.04572204617473985,1.2890131646639025,,BULL_QUIET
1999-11-03,23.16,,122.32,,,,,,,,,,0.0025974025974024872,1.222063151138535,,BULL_QUIET
1999-11-04,23.0,,122.22,,,,,,,,,,-0.006908462867012077,1.1991273426551083,,BULL_QUIET
1999-11-05,21.66,,127.06,,,,,,,,,,-0.058260869565217366,1.1174887267939722,,BULL_QUIET
1999-11-08,21.87,,122.3,,,,,,,,,,0.00969529085872578,1.1175928734943001,,BULL_QUIET
1999-11-09,22.7,,122.06,,,,,,,,,,0.03795153177869226,1.0594374055076954,,BULL_QUIET
1999-11-10,22.26,,122.14,,,,,,,,,,-0.019383259911894157,0.9334112768166978,,BULL_QUIET
1999-11-11,22.07,,120.68,,,,,,,,,,-0.008535489667565233,0.9327708924209794,,BULL_QUIET
1999-11-12,21.65,,126.04,,,,,,,,,,-0.019030357951971055,0.837236150087572,,BULL_QUIET
1999-11-15,22.74,,124.33,,,,,,,,,,0.0503464203233257,0.8659568910488463,,BULL_QUIET
1999-11-16,20.73,,125.23,,,,,,,,,,-0.08839050131926118,0.8950176373937763,,BULL_QUIET
1999-11-17,20.96,,124.14,,,,,,,,,,0.011095031355523366,0.832586448195228,,BULL_QUIET
1999-11-18,19.76,,125.33,,,,,,,,,,-0.057251908396946494,0.8515770781019519,,BULL_QUIET
1999-11-19,19.11,,127.96,,,,,,,,,,-0.03289473684210542,0.7880404292987304,,BULL_QUIET
1999-11-22,19.98,,123.93,,,,,,,,,,0.04552590266875978,0.7296380021501947,,BULL_QUIET
1999-11-23,21.0,,121.3,,,,,,,,,,0.05105105105105112,0.7487678179566082,,BULL_QUIET
1999-11-24,20.26,,121.18,,,,,,,,,,-0.03523809523809518,0.7556642694462185,,BULL_QUIET
1999-11-26,22.33,,121.65,,,,,,,,,,0.10217176702862774,0.7329825727886061,,BULL_QUIET
1999-11-29,23.57,,120.37,,,,,,,,,,0.05553067622033159,0.7450790834465738,,BULL_QUIET
1999-11-30,24.18,,118.96,,,,,,,,,,0.025880356385235448,0.7481738804642353,,BULL_QUIET
1999-12-01,22.23,,119.07,,,,,,,,,,-0.08064516129032251,0.7914691244308112,,BULL_QUIET
1999-12-02,21.77,,117.33,,,,,,,,,,-0.020692757534862882,0.7944806168725278,,BULL_QUIET
1999-12-03,19.32,,115.47,,,,,,,,,,-0.112540192926045,0.8864689247179837,,BULL_QUIET
1999-12-06,20.58,,117.36,,,,,,,,,,0.06521739130434767,0.9003493142436225,,BULL_QUIET
1999-12-07,21.09,,116.53,,,,,,,,,,0.02478134110787189,0.9043114855952908,,BULL_QUIET
1999-12-08,21.25,,115.2,,,,,,,,,,0.007586533902323334,0.8936579773029382,,BULL_QUIET
1999-12-09,21.19,,114.42,,,,,,,,,,-0.002823529411764669,0.8912593392179966,,BULL_QUIET
1999-12-10,21.48,,114.16,,,,,,,,,,0.013685700802265277,0.8922384092200645,,BULL_QUIET
1999-12-13,21.72,,117.95,,,,,,,,,,0.011173184357541777,0.8900573430225425,,BULL_QUIET
1999-12-14,23.06,,117.5,,,,,,,,,,0.06169429097605894,0.8991521186609845,,BULL_QUIET
1999-12-15,22.03,,116.92,,,,,,,,,,-0.04466608846487419,0.8529004651352033,,BULL_QUIET
1999-12-16,21.91,,117.07,,,,,,,,,,-0.005447117566954152,0.853207691412661,,BULL_QUIET
1999-12-17,21.35,,118.07,,,,,,,,,,-0.025559105431309792,0.8303356510683705,,BULL_QUIET
1999-12-20,23.78,,116.62,,,,,,,,,,0.11381733021077278,0.9013607790257072,,BULL_QUIET
